location,mean_pinball_loss,mean_train_score
photovoltaic_1_hr,203.16575608540745,17.591622832550783
photovoltaic_24_hr,320.21005916609437,29.48815436326738
wind_1_hr,610.8237757116491,61.64256747487611
wind_24_hr,1447.7172931392608,99.55751354206298
